pid,handle,type,title,fair,identifier
umd:1016,hdl:1903.1/32,UMD_TEI,La Ronde,"Expo 67 (Montréal, Québec)",39Montreal.xml
umd:145,hdl:1903.1/78,UMD_IMAGE,Manufactory and warehouse of silver filigree,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0108
umd:257,hdl:1903.1/50,UMD_IMAGE,Willimantic spool cotton,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0190
umd:127,hdl:1903.1/41,UMD_IMAGE,Singer still triumphant!,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0086
umd:254,hdl:1903.1/54,UMD_IMAGE,"Wm. F. Murphy's Sons, stationers, blank book namufacturers, steam-power printers, lithographers","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0187
umd:249,hdl:1903.1/44,UMD_IMAGE,"Patent cabinet grand piano, on exhibition at Philadelphia","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0186
umd:24,hdl:1903.1/47,UMD_IMAGE,The Clouch & Warren: excels others and captivates the world,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0004
umd:158,hdl:1903.1/79,UMD_IMAGE,The Judges of awards of the Centennial Exposition have bestowed one of the highest prizes...,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0119
umd:124,hdl:1903.1/38,UMD_IMAGE,"J.M. Armstrong, music typographer","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0068
umd:132,hdl:1903.1/37,UMD_IMAGE,Printing for the Centennial,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0091
umd:994,hdl:1903.1/308,UMD_TEI,"Plan of Champ de Mars, Paris 1889","Exposition universelle de 1889 (Paris, France)",15paris.xml
umd:990,hdl:1903.1/298,UMD_TEI,Paris 1855,Exposition universelle de Paris en 1855,8Paris.xml
umd:988,hdl:1903.1/304,UMD_TEI,P. H. Delamotte Photograph of the Interior of the Crystal Palace,"Great Exhibition (1851 : London, England)",2london.xml
umd:441,hdl:1903.1/331,UMD_IMAGE,The Singer Manufacturing Co's Sewing Machine Building,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0324
umd:43,hdl:1903.1/323,UMD_IMAGE,"Carpenter & Raymond, importers Scotch granite monuments, and manufacturers in domestic granites and marbles","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0022
umd:997,hdl:1903.1/309,UMD_TEI,The Women's Pavilion,"World's Columbian Exposition (1893 : Chicago, Ill.)",19Chicago.xml
umd:444,hdl:1903.1/329,UMD_IMAGE,The Tin Plate Decorating Company,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0325
umd:99,hdl:1903.1/270,UMD_IMAGE,"Falls of Schuylkill Carpet Mills, John & James Dobson, proprietors","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0051
umd:978,hdl:1903.1/296,UMD_IMAGE,Plan Souvenir Officiel Expo 67 / Official Souvenir Map Expo 67,"Expo 67 (Montréal, Québec)",Call Number: 1967-mon-16-0001
umd:776,hdl:1903.1/130,UMD_IMAGE,"Crystal Palace, sculpture (Roman Court)","Great Exhibition (1851 : London, England)",Call Number: 1851-lon-30-0007
umd:774,hdl:1903.1/127,UMD_IMAGE,"Crystal Palace, Nineveh Court, Fountain...","Great Exhibition (1851 : London, England)",Call Number: 1851-lon-30-0004
umd:768,hdl:1903.1/134,UMD_IMAGE,"Dismantling by Thos. W. Ward Ltd., Sheffield & London","Great Exhibition (1851 : London, England)",Call Number: 1851-lon-20-0021
umd:770,hdl:1903.1/137,UMD_IMAGE,"Crystal Palace, north transept","Great Exhibition (1851 : London, England)",Call Number: 1851-lon-26-0005
umd:691,hdl:1903.1/163,UMD_IMAGE,Indiana State Bldg,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-26-0012
umd:71,hdl:1903.1/162,UMD_IMAGE,Do your own printing...,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0040
umd:667,hdl:1903.1/212,UMD_IMAGE,Kentucky State Bldg.,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-26-0004
umd:712,hdl:1903.1/173,UMD_IMAGE,Missouri State Bldg.,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-26-0019
umd:694,hdl:1903.1/210,UMD_IMAGE,Pennsylvania State Bldg.,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-26-0013
umd:484,hdl:1903.1/342,UMD_IMAGE,"1776-1876 Centennial U.S.A., the father of our country, George Washington","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0368
umd:515,hdl:1903.1/340,UMD_IMAGE,"The International Live Stock Exhibition in the Exposition Stockyard, the afternoon Calvalcade","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-10-0003
umd:499,hdl:1903.1/347,UMD_IMAGE,"Parade of the I.O.O.F., in commemoration of the Centennial Year, Star of Bethlehem, no. 190, Philadelphia, September 20th 1876","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0372
umd:507,hdl:1903.1/345,UMD_IMAGE,"Jos. Stelwagon & Sons, Manufacturers of Roofing, Sheathing and Carpet Papers","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0384
umd:560,hdl:1903.1/269,UMD_IMAGE,"Night Display at Fair, Lighting the Palace of Electricity","Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-08-0036
umd:504,hdl:1903.1/341,UMD_IMAGE,"The American Centennial Exhibition, ""The Graphic Section""","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0382
umd:512,hdl:1903.1/335,UMD_IMAGE,"Our Centennial, the opening ceremonies, playing Wagner's Centennial March.","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-10-0002
umd:187,hdl:1903.1/57,UMD_IMAGE,"The Brunswick, Boyleston St. cor. Clarendon, Boston.","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0138
umd:190,hdl:1903.1/59,UMD_IMAGE,The Celluloid truss,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0140
umd:1002,hdl:1903.1/15,UMD_TEI,Buffalo 1901: Pan-American Exposition Bird's Eye View of Grounds and Map of Exposition,"Pan-American Exposition (1901 : Buffalo, N.Y.)",24Buffalo.xml
umd:1000,hdl:1903.1/14,UMD_TEI,Paris 1900: Grand Palais,"Exposition universelle internationale de 1900 (Paris, France)",22Paris.xml
umd:1004,hdl:1903.1/16,UMD_TEI,Temple of Music,"Pan-American Exposition (1901 : Buffalo, N.Y.)",25Buffalo.xml
umd:1008,hdl:1903.1/21,UMD_TEI,Belgian Pavilion,"Exposition internationale (1937 : Paris, France)",31Paris.xml
umd:631,hdl:1903.1/242,UMD_IMAGE,"Texas State Building, Louisiana Purchase Exposition, St. Louis, Mo.","Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-10-0015b
umd:595,hdl:1903.1/233,UMD_IMAGE,"Chinese Government Building, Louisiana Purchase Exposition, St. Louis, Mo.","Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-10-0007
umd:1005,hdl:1903.1/17,UMD_TEI,"London 1908, Machinery Hall","Franco-British Exhibition (1908 : London, England)",28London.xml
umd:1001,hdl:1903.1/19,UMD_TEI,Paris 1900: Petit Palais,"Exposition universelle internationale de 1900 (Paris, France)",23Paris.xml
umd:1006,hdl:1903.1/18,UMD_TEI,Palace of Fine Arts,"Panama-Pacific International Exposition (1915 : San Francisco, Calif.)",29SanFrancisco.xml
umd:73607,hdl:1903.1/9699,UMD_IMAGE,"Entrance Palace of Liberal Arts, Louisiana Purchase Exposition, St. Louis, Missouri, 1904","Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-08-0021
umd:73624,hdl:1903.1/9704,UMD_IMAGE,"Night illumination panoramic, Panama-Pacific International Exposition, San Francisco, California, 1915","Panama-Pacific International Exposition (1915 : San Francisco, Calif.)",Call Number: 1915-sfr-08-0017
umd:73324,hdl:1903.1/9650,UMD_IMAGE,"Admission ticket, Abraham Lincon, World's Columbian Exposition, 1893","World's Columbian Exposition (1893 : Chicago, Ill.)",Call Number: 1893-chi-08-0006
umd:73302,hdl:1903.1/9647,UMD_IMAGE,"Admission ticket, George Washington, World's Columbian Exposition, 1893","World's Columbian Exposition (1893 : Chicago, Ill.)",Call Number: 1893-chi-08-0003
umd:73319,hdl:1903.1/9649,UMD_IMAGE,"Admission ticket, Christopher Columbus, World's Columbian Exposition, 1893","World's Columbian Exposition (1893 : Chicago, Ill.)",Call Number: 1893-chi-08-0005
umd:73315,hdl:1903.1/9648,UMD_IMAGE,"Admission ticket, Native American, World's Columbian Exposition, 1893","World's Columbian Exposition (1893 : Chicago, Ill.)",Call Number: 1893-chi-08-0004
umd:658,hdl:1903.1/202,UMD_IMAGE,Machinery Hall,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-26-0001
umd:670,hdl:1903.1/164,UMD_IMAGE,Texas State Bldg.,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-26-0005
umd:664,hdl:1903.1/241,UMD_IMAGE,Minnesota State Bldg.,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-26-0003
umd:153,hdl:1903.1/81,UMD_IMAGE,"Centennial Exhibition Vienna Model Bakery erected by Gaff, Fleishmann & Co.","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0117
umd:182,hdl:1903.1/83,UMD_IMAGE,"Bishop & Bro., no. 211 Race St., Philadelphia, fine felt hat manufacturers","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0136
umd:163,hdl:1903.1/70,UMD_IMAGE,"Marcus Ward & Co., London and Belfast, have been awarded prize medals...","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0126
umd:184,hdl:1903.1/56,UMD_IMAGE,Sole manufacturer of Schrenkeisen's improve patent rocker,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0137
umd:168,hdl:1903.1/71,UMD_IMAGE,Louis Dejonge & Co. manufacturers of fancy papers,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0128
umd:73396,hdl:1903.1/9666,UMD_IMAGE,"The Agricultural Building, World's Columbian Exposition, Chicago, Illinois, 1893","World's Columbian Exposition (1893 : Chicago, Ill.)",Call Number: 1893-chi-08-0074
umd:73594,hdl:1903.1/9694,UMD_IMAGE,"Varied Industries' Corner Palace, Louisiana Purchase Exposition, St. Louis, Missouri, 1904","Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-08-0018
umd:73589,hdl:1903.1/9693,UMD_IMAGE,"The Fisheries Building, World's Columbian Exposition, Chicago, Illinois, 1893","World's Columbian Exposition (1893 : Chicago, Ill.)",Call Number: 1893-chi-08-0071
umd:73384,hdl:1903.1/9662,UMD_IMAGE,"Visitors to the Panama-California International Exposition, San Diego, California, 1915","Panama-California Exposition (1915 : San Diego, Calif.)",Call Number: 1915-sdi-08-0021
umd:73582,hdl:1903.1/9690,UMD_IMAGE,"The Electrical Building, World's Columbian Exposition, Chicago, Illinois, 1893","World's Columbian Exposition (1893 : Chicago, Ill.)",Call Number: 1893-chi-08-0071
umd:884,hdl:1903.1/225,UMD_IMAGE,Marina Building,Exposition internationale de Milan (1906),Call Number: 1906-mil-20-0003
umd:89,hdl:1903.1/228,UMD_IMAGE,Lalance & Grosjean M'f'g. Co.,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0049
umd:874,hdl:1903.1/182,UMD_IMAGE,Plan of fair ground,"Pan-American Exposition (1901 : Buffalo, N.Y.)",Call Number: 1901-buf-16-0004-001
umd:888,hdl:1903.1/217,UMD_IMAGE,Building demolition,Exposition internationale de Milan (1906),Call Number: 1906-mil-20-0009
umd:56,hdl:1903.1/264,UMD_IMAGE,"The Dreaming Iolanthe, King Rene's daughter, by Henrich Herz: a study in butter","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0029
umd:543,hdl:1903.1/337,UMD_IMAGE,[Exterior of Main Building],"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-20-0006
umd:538,hdl:1903.1/339,UMD_IMAGE,"Art Bl'd'g Annex, Italian Section","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-20-0005
umd:557,hdl:1903.1/263,UMD_IMAGE,Palace of Electricity,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-08-0032
umd:244,hdl:1903.1/42,UMD_IMAGE,The First sewing machine,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0180
umd:230,hdl:1903.1/48,UMD_IMAGE,"Thomas Hunter, 716 Filbert St., Phila.","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0162
umd:236,hdl:1903.1/45,UMD_IMAGE,Rowland & Sprogle's Carbonated Stone,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0170
umd:239,hdl:1903.1/43,UMD_IMAGE,Our patent rocker,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0175
umd:233,hdl:1903.1/46,UMD_IMAGE,"J.J. & J.M. Richards (Philadelphia, Pa.)","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0163
umd:987,hdl:1903.1/311,UMD_TEI,"Crystal Palace, Exterior","Great Exhibition (1851 : London, England)",1london.xml
umd:986,hdl:1903.1/310,UMD_TEI,Dublin 1853 Main Hall,"Exhibition of Art and Art-Industry (1853 : Dublin, Ireland)",1dublin.xml
umd:993,hdl:1903.1/274,UMD_TEI,Statue of Liberty Ribbon,Paris Universal Exposition of 1878,14Paris.xml
umd:992,hdl:1903.1/276,UMD_TEI,The Rotunda of the 1873 Vienna International Exhibition,Vienna International Exhibition (1873),10Vienna.xml
umd:989,hdl:1903.1/303,UMD_TEI,The New York Crystal Palace: The Birth of a Building,New York Exhibition of the Industry of All Nations (1853-1854),5NY.xml
umd:974,hdl:1903.1/272,UMD_IMAGE,Philips Building,"Exposition universelle et internationale (1958 : Brussels, Belgium)",Call Number: 1958-bru-16-0002-003
umd:962,hdl:1903.1/300,UMD_IMAGE,Court of Pacifica,"Golden Gate International Exposition (1939-1940 : San Francisco, Calif.)",Call Number: 1939-sfr-08-0004
umd:972,hdl:1903.1/277,UMD_IMAGE,Exterior of the Philips Building,"Exposition universelle et internationale (1958 : Brussels, Belgium)",Call Number: 1958-bru-16-0002-002
umd:968,hdl:1903.1/301,UMD_IMAGE,Court of the Moon,"Golden Gate International Exposition (1939-1940 : San Francisco, Calif.)",Call Number: 1939-sfr-08-0016
umd:736,hdl:1903.1/184,UMD_IMAGE,"Palace of Mines and Metallurgy, main entrance","Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-26-0027
umd:745,hdl:1903.1/170,UMD_IMAGE,Plaza of St. Louis,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-26-0030
umd:739,hdl:1903.1/169,UMD_IMAGE,German Government Bldg,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-26-0028
umd:742,hdl:1903.1/185,UMD_IMAGE,The Cascades,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-26-0029
umd:754,hdl:1903.1/133,UMD_IMAGE,Administration Building,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-26-0033
umd:914,hdl:1903.1/281,UMD_IMAGE,Panorama of Exposition,"Panama-California Exposition (1915 : San Diego, Calif.)",Call Number: 1915-sdi-08-0012
umd:920,hdl:1903.1/285,UMD_IMAGE,Palace of Fine Arts,"Panama-Pacific International Exposition (1915 : San Francisco, Calif.)",Call Number: 1915-sfr-16-0011-001
umd:646,hdl:1903.1/194,UMD_IMAGE,"Palace of Education, Restaurant, Pavilian and Cascade, Louisiana Purchase Exposition, St. Louis, Mo.","Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-10-0019a
umd:922,hdl:1903.1/250,UMD_IMAGE,Interior of the Palace of Fine Arts Colonnade,"Panama-Pacific International Exposition (1915 : San Francisco, Calif.)",Call Number: 1915-sfr-16-0011-002
umd:916,hdl:1903.1/252,UMD_IMAGE,"Varied Industries Building, west porch","Panama-California Exposition (1915 : San Diego, Calif.)",Call Number: 1915-sdi-08-0019
umd:910,hdl:1903.1/251,UMD_IMAGE,"Varied Industries Building, east entrance","Panama-California Exposition (1915 : San Diego, Calif.)",Call Number: 1915-sdi-08-0007
umd:643,hdl:1903.1/198,UMD_IMAGE,"An Exhibit Building for the Louisiana Purchase Exposition, St. Louis, Mo.","Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-10-0018
umd:494,hdl:1903.1/343,UMD_IMAGE,[George Washington ribbon],"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0371
umd:489,hdl:1903.1/346,UMD_IMAGE,"Philadelphia Commercial Exchange, 1776-1876","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0370
umd:577,hdl:1903.1/260,UMD_IMAGE,"Palaces of Electricity, Education and Mines, Louisiana Purchase Exposition, St. Louis, Mo.","Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-10-0003b
umd:580,hdl:1903.1/259,UMD_IMAGE,"Bridge beside the Palace of Education, Louisiana Purchase Exposition, St. Louis, Mo.","Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-10-0004a
umd:808,hdl:1903.1/115,UMD_IMAGE,The Centennial Grounds and Exhibition Buildings,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-16-0002
umd:818,hdl:1903.1/139,UMD_IMAGE,Forth Bridge,"International Exhibition of Industry, Science, and Art (1886 : Edinburgh, Scotland)",Call Number: 1886-edi-20-1
umd:812,hdl:1903.1/108,UMD_IMAGE,"La France a L'Amerique, La Liberte eclairant le Monde",Paris Universal Exposition of 1878,Call Number: 1878-par-08-0001
umd:816,hdl:1903.1/113,UMD_IMAGE,Oorspronkelijk Nieux Cezelschapsel,"Internationale Koloniale en Uitvoerhandel Tentoonstelling (1883 : Amsterdam, Netherlands)",Call Number: 1883-ams-08-0001
umd:380,hdl:1903.1/103,UMD_IMAGE,Hawkes' Patent Fountain Pen,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0247
umd:399,hdl:1903.1/7,UMD_IMAGE,"Bird's Eye View, Centennial Exhibition","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0267b
umd:372,hdl:1903.1/11,UMD_IMAGE,Philadelphia & Centennial Grounds,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0245
umd:73329,hdl:1903.1/9651,UMD_IMAGE,"Children's admission ticket, World's Columbian Exposition, 1893","World's Columbian Exposition (1893 : Chicago, Ill.)",Call Number: 1893-chi-08-0010
umd:942,hdl:1903.1/327,UMD_IMAGE,A Century of Progress Exposition Official Book of Views,"Century of Progress International Exposition (1933-1934 : Chicago, Ill.)",Call Number: 1933-chi-16-0002
umd:954,hdl:1903.1/302,UMD_IMAGE,"New-York World's Fair 1939, Le Monde Demain",New York World's Fair (1939-1940),Call Number: 1939-nyc-16-0001-001
umd:956,hdl:1903.1/299,UMD_IMAGE,Perisphere and Trylon,New York World's Fair (1939-1940),Call Number: 1939-nyc-16-0001-002
umd:946,hdl:1903.1/316,UMD_IMAGE,Belgium Building,"Exposition internationale (1937 : Paris, France)",Call Number: 1937-par-16-0001-002
umd:948,hdl:1903.1/320,UMD_IMAGE,Exposition 1937,"Exposition internationale (1937 : Paris, France)",Call Number: 1937-par-16-0002-001
umd:733,hdl:1903.1/166,UMD_IMAGE,Palace of Mines and Metallurgy,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-26-0026
umd:730,hdl:1903.1/167,UMD_IMAGE,Palace of Liberal Arts,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-26-0025
umd:952,hdl:1903.1/321,UMD_IMAGE,New York World's Fair 1939,New York World's Fair (1939-1940),Call Number: 1939-nyc-08-0002
umd:102,hdl:1903.1/28,UMD_IMAGE,"Narragansett Steamship Co. and Old Colony R.R. ""Fall River Line""","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0053
umd:610,hdl:1903.1/232,UMD_IMAGE,"A Cartouche, Louisiana Purchase Exposition, St. Louis, Mo.","Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-10-0011a
umd:613,hdl:1903.1/239,UMD_IMAGE,"The Buffalo Dance, Louisiana Purchase Exposition, St. Louis, Mo.","Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-10-0011b
umd:61,hdl:1903.1/234,UMD_IMAGE,"William Gibson, Belfast, Ireland: diamond jeweler, keyless watch manufacturer","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0031
umd:111,hdl:1903.1/25,UMD_IMAGE,"Franklin Flint Glass Works, cor. Oxford & Howard Sts. Philadelphia","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0065
umd:114,hdl:1903.1/40,UMD_IMAGE,"Geo. Aubin, 130 South Delaware Avenue...","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0066
umd:106,hdl:1903.1/24,UMD_IMAGE,McNab & Harlin Manufacturing Co.,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0060
umd:119,hdl:1903.1/93,UMD_IMAGE,Payson's indelible ink,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0067
umd:454,hdl:1903.1/288,UMD_IMAGE,"Dunbar, Hobart & Whidden, South Abbington, Mass., manufacturers of brads, tacks, nails","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0339
umd:622,hdl:1903.1/243,UMD_IMAGE,"Equestrian sculpture at the Louisiana Purchase Exposition, St. Louis, Mo., ""St. Louis""","Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-10-0013b
umd:459,hdl:1903.1/287,UMD_IMAGE,"Exhibits, Philadelphia Exhibition, 1876","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0342
umd:46,hdl:1903.1/289,UMD_IMAGE,Conrad Meyer & Sons' exhibit the original full iron frame piano...,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0025
umd:449,hdl:1903.1/332,UMD_IMAGE,"The Fleetwood Scroll Saw, for all descriptions of light scroll or fret sawing in wood, bone, ivory, shell or metal","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0326
umd:788,hdl:1903.1/128,UMD_IMAGE,Palais de l'Industrie,Exposition universelle de Paris en 1855,Call Number: 1855-par-08-0001
umd:757,hdl:1903.1/125,UMD_IMAGE,U. S. Government Bldg,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-26-0034
umd:751,hdl:1903.1/135,UMD_IMAGE,Festival Hall,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-26-0032
umd:760,hdl:1903.1/132,UMD_IMAGE,Palace of Electricity,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-26-0035
umd:786,hdl:1903.1/154,UMD_IMAGE,Crystal Schottisch - composed by W. Byerly,New York Exhibition of the Industry of All Nations (1853-1854),Call Number: 1853-nyc-14-0001
umd:73347,hdl:1903.1/9655,UMD_IMAGE,"Admission ticket, Manhattan Day, World's Columbian Exposition, 1893","World's Columbian Exposition (1893 : Chicago, Ill.)",Call Number: 1893-chi-08-0009
umd:73344,hdl:1903.1/9654,UMD_IMAGE,"Admission ticket, Manhattan Day, World's Columbian Exposition, 1893","World's Columbian Exposition (1893 : Chicago, Ill.)",Call Number: 1893-chi-08-0008
umd:73339,hdl:1903.1/9653,UMD_IMAGE,"Admission ticket, Manhattan Day, World's Columbian Exposition, 1893","World's Columbian Exposition (1893 : Chicago, Ill.)",Call Number: 1893-chi-08-0007
umd:676,hdl:1903.1/214,UMD_IMAGE,Tyrolean Village,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-26-0007
umd:715,hdl:1903.1/175,UMD_IMAGE,Palace of Varied Industries,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-26-0020
umd:697,hdl:1903.1/205,UMD_IMAGE,British Government Bldg.,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-26-0014
umd:700,hdl:1903.1/208,UMD_IMAGE,Austrian Government Bldg.,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-26-0015
umd:679,hdl:1903.1/211,UMD_IMAGE,Ohio State Bldg.,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-26-0008
umd:217085,hdl:1903.1/20756,UMD_IMAGE,"Exposition Universelle de 1900, Port du Petit Palais (Paris, France)","Exposition universelle internationale de 1900 (Paris, France)","Series 17; Photographs—Albumen Print—Exposition Universelle Paris (Oversize Box: 5), 1900"
umd:217087,hdl:1903.1/20757,UMD_IMAGE,"Exposition de 1900, Le Petit Palais, La Cour (Paris, France)","Exposition universelle internationale de 1900 (Paris, France)","Series 17; Photographs—Albumen Print—Exposition Universelle Paris (Oversize Box: 5), 1900"
umd:217077,hdl:1903.1/20752,UMD_IMAGE,"Exposition Universelle de 1900, Le Grand Palais (Paris, France)","Exposition universelle internationale de 1900 (Paris, France)","Series 17; Photographs—Albumen Print—Exposition Universelle Paris (Oversize Box: 5), 1900"
umd:217089,hdl:1903.1/20758,UMD_IMAGE,"Exposition Universelle de 1900, Palais de l'Electricité, (Paris, France)","Exposition universelle internationale de 1900 (Paris, France)","Series 17; Photographs—Albumen Print—Exposition Universelle Paris (Oversize Box: 5), 1900"
umd:217083,hdl:1903.1/20755,UMD_IMAGE,"Exposition Universelle de 1900, Le Petit Palais (Paris, France)","Exposition universelle internationale de 1900 (Paris, France)","Series 17; Photographs—Albumen Print—Exposition Universelle Paris (Oversize Box: 5), 1900"
umd:329,hdl:1903.1/87,UMD_IMAGE,American Carpets,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0232
umd:314,hdl:1903.1/95,UMD_IMAGE,Agricultural Building,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0226
