pid,handle,type,title,fair,identifier
umd:377,hdl:1903.1/10,UMD_IMAGE,Bentley's Jet Black Indelible Ink,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0246
umd:388,hdl:1903.1/292,UMD_IMAGE,"Official printing press, the business man's assistant","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0264
umd:411,hdl:1903.1/324,UMD_IMAGE,Rotary power Pearl Printing Press and iron cabinet,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0303
umd:402,hdl:1903.1/291,UMD_IMAGE,"Art Gallery, Centennial Exhibition","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0268
umd:408,hdl:1903.1/5,UMD_IMAGE,"Horticultural Hall, Centennial Exhibition","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0270
umd:405,hdl:1903.1/282,UMD_IMAGE,"Machinery Hall, Centennial Exhibition","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0269
umd:565,hdl:1903.1/267,UMD_IMAGE,Bird's Eye View of the St. Louis World's Fair,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-08-0037
umd:1007,hdl:1903.1/27,UMD_TEI,A Century of Progress Exposition Official Book of Views,"Century of Progress International Exposition (1933-1934 : Chicago, Ill.)",30Chicago.xml
umd:991,hdl:1903.1/312,UMD_TEI,Plan of the Weltausstellung,Vienna International Exhibition (1873),9Vienna.xml
umd:66,hdl:1903.1/203,UMD_IMAGE,"Lithographic, engraving chromolithographic great manufactury: Mon. Bouasse-Lebel","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0039
umd:640,hdl:1903.1/193,UMD_IMAGE,"""Science"" model for group on the Palace of Manufactures, Louisiana Purchase Exposition, St. Louis, Mo.","Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-10-0017
umd:652,hdl:1903.1/201,UMD_IMAGE,"Festival Hall, celebrating the world's advance since the Louisiana Purchase (1803-1904)","Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-20-0001
umd:649,hdl:1903.1/199,UMD_IMAGE,"Bridge in front of Mines and Metallurgy Building, Louisiana Purchase Exposition, St. Louis, Mo.","Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-10-0019b
umd:673,hdl:1903.1/195,UMD_IMAGE,Louisiana State Bldg.,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-26-0006
umd:661,hdl:1903.1/213,UMD_IMAGE,Iowa State Bldg.,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-26-0002
umd:896,hdl:1903.1/219,UMD_IMAGE,Tower of French Applied Arts Palace.,"Franco-British Exhibition (1908 : London, England)",Call Number: 1908-lon-08-0012
umd:904,hdl:1903.1/226,UMD_IMAGE,Palace of Fine Art,"Franco-British Exhibition (1908 : London, England)",Call Number: 1908-lon-08-0039
umd:908,hdl:1903.1/249,UMD_IMAGE,Grand Palais,"Exposition universelle et internationale (1910 : Brussels, Belgium)",Call Number: 1910-bru-08-0006
umd:219264,hdl:1903.1/20789,UMD_IMAGE,"Exposition Universelle de 1900, Rue des Nations--Belgique, Norwège, Allemagne (Paris, France)","Exposition universelle internationale de 1900 (Paris, France)","Series 17; Photographs—Albumen Print—Exposition Universelle Paris (Oversize Box: 5), 1900"
umd:219256,hdl:1903.1/20788,UMD_IMAGE,"Exposition de 1900, La Rue des Nations vers Monaco, L.L. (Paris, France)","Exposition universelle internationale de 1900 (Paris, France)","Series 17; Photographs—Albumen Print—Exposition Universelle Paris (Oversize Box: 5), 1900"
umd:334,hdl:1903.1/89,UMD_IMAGE,Centennial Glass Works,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0233
umd:227,hdl:1903.1/65,UMD_IMAGE,"International Exhibition, Memorial Hall, May 10th to Nov 10th 1876","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0161
umd:35,hdl:1903.1/104,UMD_IMAGE,"The Invention of a lady: suplee open eye, easy threading needles for all sewing machines and hand-sewing","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0016
umd:222,hdl:1903.1/63,UMD_IMAGE,Lingg Bros.,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0158
umd:345,hdl:1903.1/107,UMD_IMAGE,Judges' Hall,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0236
umd:360,hdl:1903.1/98,UMD_IMAGE,Machinery Hall,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0241
umd:354,hdl:1903.1/101,UMD_IMAGE,Agricultural Building,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0239
umd:1019,hdl:1903.1/30,UMD_TEI,Bird's-Eye View of the Louisiana Purchase Exposition,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",43St.Louisbirdseye.xml
umd:982,hdl:1903.1/273,UMD_TEI,Map and Bird's Eye View,"Centennial Exhibition (1876 : Philadelphia, Pa.)",wfc-essay01.xml
umd:589,hdl:1903.1/248,UMD_IMAGE,"Sunken Garden between the Mines and Metallurgy and the Liberal Arts Buildings, Louisiana Purchase Exposition, St. Louis, Mo.","Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-10-0005b
umd:479,hdl:1903.1/344,UMD_IMAGE,"Bureau of Agriculture, circular","Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0362
umd:583,hdl:1903.1/247,UMD_IMAGE,"Palace of Electricity and Palace of Varied Industries, Louisiana Purchase Exposition, St. Louis, Mo.","Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",Call Number: 1904-stl-10-0004b
umd:470,hdl:1903.1/290,UMD_IMAGE,Are you going to paint?,"Centennial Exhibition (1876 : Philadelphia, Pa.)",Call Number: 1876-phi-08-0353
umd:983,hdl:1903.1/297,UMD_TEI,Memorial Hall,"Centennial Exhibition (1876 : Philadelphia, Pa.)",wfc-essay02.xml
umd:984,hdl:1903.1/295,UMD_TEI,"Machinery Hall, Centennial Exposition 1876, Philadelphia","Centennial Exhibition (1876 : Philadelphia, Pa.)",wfc-essay03.xml
umd:1018,hdl:1903.1/36,UMD_TEI,Panorama of the Panama-California Exposition,"Panama-California Exposition (1915 : San Diego, Calif.)",42sandiegopanorama.xml
umd:985,hdl:1903.1/305,UMD_TEI,Festival Hall,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)",wfc-essay04.xml
umd:1003,hdl:1903.1/13,UMD_TEI,The Court of Honor,"Franco-British Exhibition (1908 : London, England)",27London.xml
umd:1020,hdl:1903.1/31,UMD_TEI,Tower of Jewels,"Panama-Pacific International Exposition (1915 : San Francisco, Calif.)",44sanfrancisco.xml
umd:1012,hdl:1903.1/26,UMD_TEI,"Montreal, 1967 Map","Expo 67 (Montréal, Québec)",35Montreal.xml
